subject_id	subject_name	class_id	class_name	sample_id	sample_name
125	AlexandrakisAlekos	45	AGE45	9636	9635_AlexandrakisAlekos_45_m
494	JessicaTandy	45	AGE45	13626	13625_JessicaTandy_45_f
426	TheodorakisMikis	45	AGE45	248	247_TheodorakisMikis_45_m
379	JamesCagney	45	AGE45	6382	6381_JamesCagney_45_m
263	JanePowell	45	AGE45	15393	15392_JanePowell_45_f
369	BorisKarloff	45	AGE45	6930	6929_BorisKarloff_45_m
327	TommyLeeJones	45	AGE45	5742	5741_TommyLeeJones_45_m
244	JeffGoldblum	45	AGE45	4659	4658_JeffGoldblum_45_m
565	MelGibson	45	AGE45	2157	2156_MelGibson_45_m
289	JohnWayne	45	AGE45	7186	7185_JohnWayne_45_m
42	RoyScheider	45	AGE45	13221	13220_RoyScheider_45_f
214	JoanLeslie	45	AGE45	10181	10180_JoanLeslie_45_f
293	PeterGraves	45	AGE45	6685	6684_PeterGraves_45_m
238	RobertMitchum	45	AGE45	9215	9214_RobertMitchum_45_m
554	CharlieChaplin	45	AGE45	8540	8539_CharlieChaplin_45_m
531	TimothyDalton	45	AGE45	4974	4973_TimothyDalton_45_m
544	GeorgeCScott	45	AGE45	8994	8993_GeorgeCScott_45_m
2	RoyRogers	45	AGE45	5707	5706_RoyRogers_45_m
54	KevinSpacey	45	AGE45	3434	3433_KevinSpacey_45_m
125	AlexandrakisAlekos	45	AGE45	9628	9627_AlexandrakisAlekos_45_m
11	MichaelSarrazin	45	AGE45	9143	9142_MichaelSarrazin_45_m
106	SteveMartin	45	AGE45	3872	3871_SteveMartin_45_m
404	CatherineSpaak	45	AGE45	11936	11935_CatherineSpaak_45_f
536	BerryGordy	45	AGE45	453	452_BerryGordy_45_m
172	ChristopherEccleston	45	AGE45	8902	8901_ChristopherEccleston_45_m
460	AnneBaxter	45	AGE45	12513	12512_AnneBaxter_45_f
445	JohnCassavetes	45	AGE45	8678	8677_JohnCassavetes_45_m
437	MarisaPavan	45	AGE45	3503	3502_MarisaPavan_45_m
83	AlPacino	45	AGE45	1621	1620_AlPacino_45_m
147	SamuelJacksonn	45	AGE45	16114	16113_SamuelJacksonn_45_m
73	DyanCannon	45	AGE45	15294	15293_DyanCannon_45_f
237	KathleenTurner	45	AGE45	12766	12765_KathleenTurner_45_f
158	SpencerTracy	45	AGE45	8397	8396_SpencerTracy_45_m
452	GordonThomson	45	AGE45	4593	4592_GordonThomson_45_m
69	BrianDennehy	45	AGE45	3948	3947_BrianDennehy_45_m
303	GeneHackman	45	AGE45	3254	3253_GeneHackman_45_m
234	MyrnaLoy	45	AGE45	12375	12374_MyrnaLoy_45_f
376	Fernandel	45	AGE45	4564	4563_Fernandel_45_m
462	KateOMara	45	AGE45	15602	15601_KateOMara_45_f
43	AnnMiller	45	AGE45	15024	15023_AnnMiller_45_f
419	ShirleyJones	45	AGE45	11259	11258_ShirleyJones_45_f
110	MargaretThatcher	45	AGE45	560	559_MargaretThatcher_45_f
549	GoldieHawn	45	AGE45	10016	10015_GoldieHawn_45_f
302	ClaudeRich	45	AGE45	2469	2468_ClaudeRich_45_m
455	AlanRickman	45	AGE45	3016	3015_AlanRickman_45_m
52	IngridBergman	45	AGE45	14237	14236_IngridBergman_45_f
507	RowanAtkinson	45	AGE45	6792	6791_RowanAtkinson_45_m
415	SamNeill	45	AGE45	2305	2304_SamNeill_45_m
336	PatrickStewart	45	AGE45	5563	5562_PatrickStewart_45_m
233	Arletty	45	AGE45	10914	10913_Arletty_45_f
160	Einstain	45	AGE45	985	984_Einstain_45_m
420	MaryTylerMoore	45	AGE45	12831	12830_MaryTylerMoore_45_f
373	BobDylan	45	AGE45	1673	1672_BobDylan_45_m
255	NickNolte	45	AGE45	2195	2194_NickNolte_45_m
250	IsabelleHuppert	45	AGE45	12664	12663_IsabelleHuppert_45_f
232	ConnieBooth	45	AGE45	15163	15162_ConnieBooth_45_f
161	MaggieSmith	45	AGE45	10707	10706_MaggieSmith_45_f
372	BernadetteLafont	45	AGE45	14880	14879_BernadetteLafont_45_f
10	JeffDaniels	45	AGE45	3369	3368_JeffDaniels_45_m
119	AlanYoung	45	AGE45	1887	1886_AlanYoung_45_m
549	GoldieHawn	45	AGE45	10015	10014_GoldieHawn_45_f
86	MarietteHartley	45	AGE45	10292	10291_MarietteHartley_45_f
234	MyrnaLoy	45	AGE45	12361	12360_MyrnaLoy_45_f
306	KrisKristofferson	45	AGE45	7251	7250_KrisKristofferson_45_m
417	StevenBerkoff	45	AGE45	4938	4937_StevenBerkoff_45_m
375	EdwardGRobinson	45	AGE45	9435	9434_EdwardGRobinson_45_m
400	EliWallach	45	AGE45	3208	3207_EliWallach_45_m
532	KostasXatzixristos	45	AGE45	9614	9613_KostasXatzixristos_45_m
153	GaryOldman	45	AGE45	2563	2562_GaryOldman_45_m
245	RichardBoone	45	AGE45	7514	7513_RichardBoone_45_m
34	MireilleDarc	45	AGE45	11675	11674_MireilleDarc_45_f
152	MaryPickford	45	AGE45	14404	14403_MaryPickford_45_f
400	EliWallach	45	AGE45	3201	3200_EliWallach_45_m
236	VeronicaLake	45	AGE45	15938	15937_VeronicaLake_45_f
251	St╨ТphaneAudran	45	AGE45	15874	15873_St╨ТphaneAudran_45_f
454	JerryLewis	45	AGE45	2664	2663_JerryLewis_45_m
332	TomHanks	45	AGE45	1781	1780_TomHanks_45_m
331	SamElliott	45	AGE45	2888	2887_SamElliott_45_m
548	CatherineDeneuve	45	AGE45	12960	12959_CatherineDeneuve_45_f
396	JeremyKemp	45	AGE45	2646	2645_JeremyKemp_45_m
416	JohnHuston	45	AGE45	5997	5996_JohnHuston_45_m
526	AngieDickinson	45	AGE45	12425	12424_AngieDickinson_45_f
85	JodieFoster	45	AGE45	11109	11108_JodieFoster_45_f
151	AnnieGirardot	45	AGE45	13893	13892_AnnieGirardot_45_f
503	JeanPaulBelmondo	45	AGE45	7141	7140_JeanPaulBelmondo_45_m
505	GingerRogers	45	AGE45	13476	13475_GingerRogers_45_f
156	ClerkMaxwell	45	AGE45	1029	1028_ClerkMaxwell_45_m
252	ErnestRutherford	45	AGE45	1203	1202_ErnestRutherford_45_m
307	GiulianoGemma	45	AGE45	7998	7997_GiulianoGemma_45_m
339	ChuckNorris	45	AGE45	3110	3109_ChuckNorris_45_m
84	AngelaLansbury	45	AGE45	11964	11963_AngelaLansbury_45_f
303	GeneHackman	45	AGE45	3250	3249_GeneHackman_45_m
10	JeffDaniels	45	AGE45	3370	3369_JeffDaniels_45_m
235	SilvanaMangano	45	AGE45	14814	14813_SilvanaMangano_45_f
149	AlecGuinness	45	AGE45	8761	8760_AlecGuinness_45_m
301	JudyGarland	45	AGE45	14060	14059_JudyGarland_45_f
308	JanetLeigh	45	AGE45	12720	12719_JanetLeigh_45_f
560	GregoryPeck	45	AGE45	9362	9361_GregoryPeck_45_m
464	BetteMidler	45	AGE45	10446	10445_BetteMidler_45_f
500	IanHolm	45	AGE45	1565	1564_IanHolm_45_m
148	WillSmith 	45	AGE45	16079	16078_WillSmith _45_m
344	ElVenizelos	45	AGE45	708	707_ElVenizelos_45_m
371	ChristopherPlummer	45	AGE45	7869	7868_ChristopherPlummer_45_m
121	RafVallone	45	AGE45	6038	6037_RafVallone_45_m
297	TildaSwinton	45	AGE45	11775	11774_TildaSwinton_45_f
227	KennethBranagh	45	AGE45	5441	5440_KennethBranagh_45_m
458	JeanMarais	45	AGE45	5967	5966_JeanMarais_45_m
401	ErinGray	45	AGE45	15352	15351_ErinGray_45_f
555	GeneWilder	45	AGE45	2586	2585_GeneWilder_45_m
449	ZsaZsaGabor	45	AGE45	11375	11374_ZsaZsaGabor_45_f
226	TommySands	45	AGE45	3932	3931_TommySands_45_m
298	FrankSinatra	45	AGE45	8616	8615_FrankSinatra_45_m
36	ScottGlenn	45	AGE45	2927	2926_ScottGlenn_45_m
534	AlbertoSordi	45	AGE45	7765	7764_AlbertoSordi_45_m
75	EllenBurstyn	45	AGE45	10999	10998_EllenBurstyn_45_f
296	JaneRussell	45	AGE45	13124	13123_JaneRussell_45_f
546	SusanSarandon	45	AGE45	11739	11738_SusanSarandon_45_f
224	campbell	45	AGE45	16291	16290_campbell_45_f
89	PatriciaNeal	45	AGE45	13735	13734_PatriciaNeal_45_f
423	JoanCusack	45	AGE45	10158	10157_JoanCusack_45_f
108	MelindaDillion	45	AGE45	12315	12314_MelindaDillion_45_f
26	FayeDunaway	45	AGE45	10517	10516_FayeDunaway_45_f
508	VictorMature	45	AGE45	8423	8422_VictorMature_45_m
499	AmandaBlake	45	AGE45	14954	14953_AmandaBlake_45_f
260	AmandaRedman	45	AGE45	13288	13287_AmandaRedman_45_f
461	TimCurry	45	AGE45	1738	1737_TimCurry_45_m
310	KevinBacon	45	AGE45	2730	2729_KevinBacon_45_m
259	ChristopherWalken	45	AGE45	7008	7007_ChristopherWalken_45_m
89	PatriciaNeal	45	AGE45	13753	13752_PatriciaNeal_45_f
530	SimonMacCorkindale	45	AGE45	8366	8365_SimonMacCorkindale_45_m
164	KimBasinger	45	AGE45	10596	10595_KimBasinger_45_f
394	OrsonWelles	45	AGE45	6652	6651_OrsonWelles_45_m
112	MickeyRooney	45	AGE45	7424	7423_MickeyRooney_45_m
525	BoDerek	45	AGE45	9661	9660_BoDerek_45_f
70	PamelaSueMartin	45	AGE45	15775	15774_PamelaSueMartin_45_f
501	RayLiotta	45	AGE45	2237	2236_RayLiotta_45_m
83	AlPacino	45	AGE45	1628	1627_AlPacino_45_m
394	OrsonWelles	45	AGE45	6658	6657_OrsonWelles_45_m
162	PeterSellers	45	AGE45	9161	9160_PeterSellers_45_m
149	AlecGuinness	45	AGE45	8760	8759_AlecGuinness_45_m
300	PeterMarkRichman	45	AGE45	7486	7485_PeterMarkRichman_45_m
231	AnthonyAndrews	45	AGE45	5059	5058_AnthonyAndrews_45_m
256	PatrickSwayze	45	AGE45	8175	8174_PatrickSwayze_45_m
55	JamesWoods	45	AGE45	2618	2617_JamesWoods_45_m
463	OrnellaMuti	45	AGE45	10781	10780_OrnellaMuti_45_f
44	VincentPrice	45	AGE45	7724	7723_VincentPrice_45_m
148	WillSmith 	45	AGE45	16080	16079_WillSmith _45_m
163	CharlieSheen	45	AGE45	4042	4041_CharlieSheen_45_m
524	MaureenOHara	45	AGE45	11637	11636_MaureenOHara_45_f
550	RalphMacchio	45	AGE45	4361	4360_RalphMacchio_45_m
559	SylvesterStallone	45	AGE45	7598	7597_SylvesterStallone_45_m
500	IanHolm	45	AGE45	1566	1565_IanHolm_45_m
299	GeorgeMontgomery	45	AGE45	9324	9323_GeorgeMontgomery_45_m
377	TomHulce	45	AGE45	1816	1815_TomHulce_45_m
257	HorstBuchholz	45	AGE45	8055	8054_HorstBuchholz_45_m
68	KevinCostner	45	AGE45	4275	4274_KevinCostner_45_m
17	LuiseRainer	45	AGE45	10644	10643_LuiseRainer_45_f
309	WilliamDafoe	45	AGE45	4474	4473_WilliamDafoe_45_m
27	LaurenBacall	45	AGE45	11548	11547_LaurenBacall_45_f
229	Myl╨ЪneDemongeot	45	AGE45	12862	12861_Myl╨ЪneDemongeot_45_f
258	FredMacMurray	45	AGE45	8959	8958_FredMacMurray_45_m
256	PatrickSwayze	45	AGE45	8174	8173_PatrickSwayze_45_m
313	LeslieCaron	45	AGE45	3458	3457_LeslieCaron_45_m
237	KathleenTurner	45	AGE45	12767	12766_KathleenTurner_45_f
198	ThomasTerry	45	AGE45	6853	6852_ThomasTerry_45_m
441	motherTereza	45	AGE45	489	488_motherTereza_45_f
483	Bono	45	AGE45	1549	1548_Bono_45_m
337	RichardCrenna	45	AGE45	8320	8319_RichardCrenna_45_m
181	FernandoRey	45	AGE45	6308	6307_FernandoRey_45_m
73	DyanCannon	45	AGE45	15266	15265_DyanCannon_45_f
512	WilliamHolden	45	AGE45	8477	8476_WilliamHolden_45_m
280	BillNighy	45	AGE45	3045	3044_BillNighy_45_m
199	CharltonHeaston	45	AGE45	8868	8867_CharltonHeaston_45_m
410	AlejandroRey	45	AGE45	8508	8507_AlejandroRey_45_m
80	KathrynGrayson	45	AGE45	15684	15683_KathrynGrayson_45_f
199	CharltonHeaston	45	AGE45	8862	8861_CharltonHeaston_45_m
273	JoanCrawford	45	AGE45	14290	14289_JoanCrawford_45_f
63	PeggyAshcroft	45	AGE45	14459	14458_PeggyAshcroft_45_f
490	Gaddafi	45	AGE45	946	945_Gaddafi_45_m
96	JackColeman	45	AGE45	3319	3318_JackColeman_45_m
407	JulieAdams	45	AGE45	10202	10201_JulieAdams_45_f
199	CharltonHeaston	45	AGE45	8863	8862_CharltonHeaston_45_m
189	MurrayHamilton	45	AGE45	8702	8701_MurrayHamilton_45_m
14	StevenSpielberg	45	AGE45	6820	6819_StevenSpielberg_45_m
79	JudyDavis	45	AGE45	9843	9842_JudyDavis_45_f
558	MichaelPalin	45	AGE45	4321	4320_MichaelPalin_45_m
474	TellySavalas	45	AGE45	7619	7618_TellySavalas_45_m
360	UgoTognazzi	45	AGE45	7687	7686_UgoTognazzi_45_m
398	CarlMarx	45	AGE45	1482	1481_CarlMarx_45_m
562	RockHudson	45	AGE45	6770	6769_RockHudson_45_m
538	BarbaraStanwyck	45	AGE45	14650	14649_BarbaraStanwyck_45_f
45	MendeleievDmitri	45	AGE45	1204	1203_MendeleievDmitri_45_m
381	TonyCurtis	45	AGE45	7646	7645_TonyCurtis_45_m
140	EdHarris	45	AGE45	1705	1704_EdHarris_45_m
30	AnnetteBening	45	AGE45	11417	11416_AnnetteBening_45_f
208	ShelleyWinters	45	AGE45	14753	14752_ShelleyWinters_45_f
314	YannisRitsos	45	AGE45	1519	1518_YannisRitsos_45_m
268	WarrenBeatty	45	AGE45	5007	5006_WarrenBeatty_45_m
180	MichellePfeiffer	45	AGE45	13209	13208_MichellePfeiffer_45_f
438	JackLemon	45	AGE45	5309	5308_JackLemon_45_m
529	RichardBurton	45	AGE45	9191	9190_RichardBurton_45_m
140	EdHarris	45	AGE45	1704	1703_EdHarris_45_m
487	JaneWyman	45	AGE45	13149	13148_JaneWyman_45_f
432	JenniferAniston	45	AGE45	12756	12755_JenniferAniston_45_f
190	ClintWalker	45	AGE45	4069	4068_ClintWalker_45_m
385	UrsulaAndress	45	AGE45	12405	12404_UrsulaAndress_45_f
132	AlexanderGrahamBell	45	AGE45	1264	1263_AlexanderGrahamBell_45_m
279	DorisDay	45	AGE45	9729	9728_DorisDay_45_f
182	DustinHoffman	45	AGE45	4539	4538_DustinHoffman_45_m
406	StevenSeagal	45	AGE45	4441	4440_StevenSeagal_45_m
25	ShirleyMacLaine	45	AGE45	13266	13265_ShirleyMacLaine_45_f
205	LarryEllison	45	AGE45	325	324_LarryEllison_45_m
184	GeorgesMarchal	45	AGE45	9345	9344_GeorgesMarchal_45_m
354	RandolphScott	45	AGE45	8228	8227_RandolphScott_45_m
270	ErnestHemingway	45	AGE45	1422	1421_ErnestHemingway_45_m
40	AnthonyHopkins	45	AGE45	5077	5076_AnthonyHopkins_45_m
95	DavidSarnoff	45	AGE45	374	373_DavidSarnoff_45_m
362	CyndiLauper	45	AGE45	11438	11437_CyndiLauper_45_f
41	DenzelWashington	45	AGE45	6179	6178_DenzelWashington_45_m
433	MaximilianShell	45	AGE45	9479	9478_MaximilianShell_45_m
185	TheodoreRoosevelt	45	AGE45	921	920_TheodoreRoosevelt_45_m
42	RoyScheider	45	AGE45	6800	6799_RoyScheider_45_m
283	BettyGrable	45	AGE45	13938	13937_BettyGrable_45_f
95	DavidSarnoff	45	AGE45	380	379_DavidSarnoff_45_m
29	IreneDunne	45	AGE45	13565	13564_IreneDunne_45_f
0	YvesMontand	45	AGE45	6889	6888_YvesMontand_45_m
53	JulieChristie	45	AGE45	11518	11517_JulieChristie_45_f
315	DirkBogarde	45	AGE45	6249	6248_DirkBogarde_45_m
480	JeanGabin	45	AGE45	5338	5337_JeanGabin_45_m
183	WoodyAllen	45	AGE45	2991	2990_WoodyAllen_45_m
102	WalterPidgeon	45	AGE45	8440	8439_WalterPidgeon_45_m
478	FredAstaire	45	AGE45	7890	7889_FredAstaire_45_m
488	DickVanDyke	45	AGE45	4100	4099_DickVanDyke_45_m
316	MegRyan	45	AGE45	9692	9691_MegRyan_45_f
25	ShirleyMacLaine	45	AGE45	13254	13253_ShirleyMacLaine_45_f
476	RaquelWelch	45	AGE45	10840	10839_RaquelWelch_45_f
281	RutgerHauer	45	AGE45	3765	3764_RutgerHauer_45_m
478	FredAstaire	45	AGE45	7886	7885_FredAstaire_45_m
315	DirkBogarde	45	AGE45	6248	6247_DirkBogarde_45_m
456	Fotopoulos	45	AGE45	5253	5252_Fotopoulos_45_m
20	JohnTravolta	45	AGE45	4697	4696_JohnTravolta_45_m
115	BarbaraBain	45	AGE45	10415	10414_BarbaraBain_45_f
440	RayDanton	45	AGE45	5674	5673_RayDanton_45_m
284	RobertMorley	45	AGE45	7536	7535_RobertMorley_45_m
101	EdwardTeller	45	AGE45	1054	1053_EdwardTeller_45_m
20	JohnTravolta	45	AGE45	4687	4686_JohnTravolta_45_m
563	PaulAnka	45	AGE45	72	71_PaulAnka_45_m
135	RichardPryor	45	AGE45	16230	16229_RichardPryor_45_m
240	ErrolFlynn	45	AGE45	6269	6268_ErrolFlynn_45_m
269	BenGazzara	45	AGE45	5780	5779_BenGazzara_45_m
382	GilbertRoland	45	AGE45	7973	7972_GilbertRoland_45_m
60	CharlesGrodin	45	AGE45	5188	5187_CharlesGrodin_45_m
248	MartinScorsese	45	AGE45	5456	5455_MartinScorsese_45_m
204	LilliPalmer	45	AGE45	13677	13676_LilliPalmer_45_f
358	NicolasSarkozy	45	AGE45	5535	5534_NicolasSarkozy_45_m
46	JohnMalkovich	45	AGE45	5382	5381_JohnMalkovich_45_m
473	LizaMinelli	45	AGE45	11167	11166_LizaMinelli_45_f
98	RichardChamberlain	45	AGE45	8285	8284_RichardChamberlain_45_m
484	JackLarson	45	AGE45	5933	5932_JackLarson_45_m
32	BonnieHunt	45	AGE45	15102	15101_BonnieHunt_45_f
486	MuhammadAli	45	AGE45	15988	15987_MuhammadAli_45_m
129	AlCorley	45	AGE45	1608	1607_AlCorley_45_m
319	RingoStarr	45	AGE45	3702	3701_RingoStarr_45_m
438	JackLemon	45	AGE45	5310	5309_JackLemon_45_m
191	LouCostello	45	AGE45	6613	6612_LouCostello_45_m
64	MikeConnors	45	AGE45	3608	3607_MikeConnors_45_m
211	AnjelicaHuston	45	AGE45	11822	11821_AnjelicaHuston_45_f
144	SusannahYork	45	AGE45	14127	14126_SusannahYork_45_f
485	DanaAndrews	45	AGE45	6144	6143_DanaAndrews_45_m
564	SusanHayward	45	AGE45	14495	14494_SusanHayward_45_f
